PC_ID,DIVISION,DEPARTMENT,RETAILER_NAME,RETAILER_SEGMENT,CATEGORY,STYLE,PRODUCT_DESCRIPTION
31475583,Womens,Apparel,Retailer 12,Innovator,Jeans,Relaxed/loose,slouchy fit jeans high rise waist washed grey ecru slim through hip soft hand feel softens with wear fabric cotton denim classic pocket styling relaxed through seat and thigh
31421736,Womens,Apparel,Retailer 1,Innovator,Jeans,Straight leg,straight leg jeans mid rise waist ink wash off white tapered from knee seam detail holds its shape fabric cotton stretch fibre blend classic pocket styling
31453939,Womens,Apparel,Retailer 9,Conservative,Jeans,Slim leg,slim leg jeans high rise waist mid wash light blue roomy through thigh work to weekend goes with oversized blazer fabric cotton stretch fibre blend classic pocket styling close to the body fit
31048111,Womens,Apparel,Retailer 43,Mass,Jeans,Carrot / tapered,tapered leg jeans mid rise waist stone wash soft white everyday denim raw hem versatile wardrobe piece fabric cotton stretch fibre polyester blend classic pocket styling tapered towards ankle cotton touch
31165883,Womens,Apparel,Retailer 11,Mass,Jeans,Flare/bell bottom,bell leg jeans high rise waist mid wash indigo minimal trim wide through leg holds its shape fabric denim denim classic pocket styling balanced hem shape
31569482,Womens,Apparel,Retailer 12,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans mid rise waist ink wash soft white non stretch feel subtle fading goes with oversized blazer fabric cotton denim classic pocket styling relaxed through seat and thigh
31694283,Womens,Apparel,Retailer 24,Conservative,Jeans,Slim leg,slim leg jeans high rise waist light wash off white raw hem wide through leg easy to style fabric denim denim classic pocket styling close to the body fit
31941384,Womens,Apparel,Retailer 25,Innovator,Jeans,Skinny leg,skinny fit jeans high rise waist washed grey black stretch comfort contrast stitch look versatile wardrobe piece fabric cotton stretch fibre blend classic pocket styling close to the body fit
31255108,Womens,Apparel,Retailer 7,Innovator,Jeans,Carrot / tapered,carrot fit jeans high rise waist black wash light blue comfortable drape seam detail ideal for casual days fabric cotton denim blend classic pocket styling tapered towards ankle cotton touch
31264267,Womens,Apparel,Retailer 23,Mass,Jeans,Skinny leg,skinny leg jeans high rise waist stone wash charcoal soft hand feel minimal trim versatile wardrobe piece fabric cotton stretch fibre blend classic pocket styling close to the body fit
31774391,Womens,Apparel,Retailer 12,Innovator,Jeans,Relaxed/loose,loose fit jeans mid rise waist washed grey washed black everyday denim raw hem made for all day wear fabric cotton denim classic pocket styling relaxed through seat and thigh
31240301,Womens,Apparel,Retailer 6,Mass,Jeans,Carrot / tapered,carrot fit jeans low rise waist black wash charcoal comfortable drape clean finish holds its shape fabric mixed fibres denim classic pocket styling tapered towards ankle
31332223,Womens,Apparel,Retailer 44,Innovator,Jeans,Bootcut,bootcut leg jeans mid rise waist light wash cream structured denim feel front pocket shaping ideal for casual days fabric cotton viscose blend classic pocket styling balanced hem shape
31715504,Womens,Apparel,Retailer 12,Innovator,Jeans,Relaxed/loose,loose fit jeans high rise waist light wash light blue work to weekend front pocket shaping finished with classic pockets fabric cotton stretch fibre blend classic pocket styling relaxed through seat and thigh
31610225,Womens,Apparel,Retailer 12,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist light wash dark blue stretch comfort straight through leg goes with oversized blazer fabric denim denim classic pocket styling relaxed through seat and thigh
31489862,Womens,Apparel,Retailer 12,Innovator,Jeans,Slim leg,streamlined leg jeans mid rise waist mid wash light blue zip fly comfortable drape versatile wardrobe piece fabric cotton stretch fibre blend classic pocket styling close to the body fit
31396080,Womens,Apparel,Retailer 11,Mass,Jeans,Skinny leg,skinny leg jeans mid rise waist clean rinse dark blue contrast stitch look shaped waist layer with knitwear fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31749670,Womens,Apparel,Retailer 12,Innovator,Jeans,Skinny leg,skinny fit jeans mid rise waist dark wash cream soft hand feel front pocket shaping softens with wear fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit organic cotton touch
31941584,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans mid rise waist light wash washed black minimal trim seam detail denim you can dress up fabric cotton denim blend classic pocket styling relaxed through seat and thigh
31803998,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans low rise waist mid wash soft white structured denim feel tapered from knee denim you can dress up fabric cotton denim classic pocket styling relaxed through seat and thigh
31004976,Womens,Apparel,Retailer 12,Innovator,Jeans,Relaxed/loose,slouchy fit jeans low rise waist black wash ecru panelled leg minimal trim pair with trainers or boots fabric cotton denim classic pocket styling relaxed through seat and thigh
31275221,Womens,Apparel,Retailer 8,Conservative,Jeans,Slim leg,streamlined leg jeans mid rise waist washed grey soft white easy movement wide through leg made for all day wear fabric cotton stretch fibre blend classic pocket styling close to the body fit
31614104,Womens,Apparel,Retailer 33,Mass,Jeans,Skinny leg,skinny leg jeans high rise waist ink wash soft white raw hem comfortable drape style with a crisp shirt fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31840544,Womens,Apparel,Retailer 25,Innovator,Jeans,Straight leg,straight leg jeans high rise waist stone wash sand contrast stitch look straight through leg holds its shape fabric leather denim classic pocket styling made with sustainability in mind
31392155,Womens,Apparel,Retailer 7,Innovator,Jeans,Straight leg,classic straight jeans low rise waist light wash off white roomy through thigh button fastening style with a crisp shirt fabric denim denim classic pocket styling
31707405,Womens,Apparel,Retailer 8,Conservative,Jeans,Slim leg,slim leg jeans high rise waist mid wash dark blue seam detail button fastening holds its shape fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31218074,Womens,Apparel,Retailer 38,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans low rise waist ink wash grey zip fly contrast stitch look easy to style fabric cotton denim classic pocket styling relaxed through seat and thigh
31209132,Womens,Apparel,Retailer 11,Mass,Jeans,Relaxed/loose,loose fit jeans high rise waist faded blue grey stretch comfort zip fly softens with wear fabric cotton denim viscose blend classic pocket styling relaxed through seat and thigh organic cotton touch
31279021,Womens,Apparel,Retailer 16,Mass,Jeans,Straight leg,straight leg jeans low rise waist ink wash grey day to night frayed edge style with a crisp shirt fabric cotton denim classic pocket styling
31358796,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),full leg jeans low rise waist light wash washed black comfortable drape slim through hip ideal for casual days fabric cotton denim polyurethane blend classic pocket styling relaxed through seat and thigh
31328080,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans mid rise waist inlaid blue indigo turned up cuff zip fly style with a crisp shirt fabric cotton denim viscose blend classic pocket styling relaxed through seat and thigh
31155998,Womens,Apparel,Retailer 8,Conservative,Jeans,Skinny leg,skinny leg jeans low rise waist dark wash blue turned up cuff back pocket shaping layer with knitwear fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31993946,Womens,Apparel,Retailer 7,Innovator,Jeans,Wide leg (incl. baggy),baggy wide leg jeans low rise waist light wash charcoal tapered from knee tapered from knee pair with trainers or boots fabric cotton polyester blend classic pocket styling relaxed through seat and thigh organic cotton touch
31515963,Womens,Apparel,Retailer 45,Innovator,Jeans,Straight leg,straight leg jeans mid rise waist mid wash off white soft hand feel back pocket shaping layer with knitwear fabric cotton denim classic pocket styling
31430264,Womens,Apparel,Retailer 27,Innovator,Jeans,Wide leg (incl. baggy),full leg jeans high rise waist mid wash indigo non stretch feel shaped waist finished with classic pockets fabric denim denim classic pocket styling relaxed through seat and thigh
31253043,Womens,Apparel,Retailer 16,Mass,Jeans,Slim leg,slim leg jeans low rise waist dark wash dark blue shaped waist back pocket shaping denim you can dress up fabric cotton denim classic pocket styling close to the body fit
31546968,Womens,Apparel,Retailer 17,Mass,Jeans,Straight leg,classic straight jeans mid rise waist ink wash sand stretch comfort contrast stitch look versatile wardrobe piece fabric cotton stretch fibre polyester blend classic pocket styling
31720580,Womens,Apparel,Retailer 46,Conservative,Jeans,Wide leg (incl. baggy),full leg jeans mid rise waist ink wash grey belt loops straight through leg goes with oversized blazer fabric denim denim classic pocket styling relaxed through seat and thigh
31127708,Womens,Apparel,Retailer 2,Mass,Jeans,Jegging,pull on fit jeans mid rise waist ink wash washed black soft hand feel shaped waist ideal for casual days fabric cotton stretch fibre polyester blend classic pocket styling pull on waistband
31506245,Womens,Apparel,Retailer 12,Innovator,Jeans,Carrot / tapered,carrot fit jeans mid rise waist black wash dark blue comfortable drape slim through hip pair with trainers or boots fabric cotton denim classic pocket styling tapered towards ankle
31292132,Womens,Apparel,Retailer 6,Mass,Jeans,Skinny leg,skinny fit jeans high rise waist inlaid blue washed black straight through leg front pocket shaping ideal for casual days fabric cotton denim classic pocket styling close to the body fit
31451706,Womens,Apparel,Retailer 9,Conservative,Jeans,Skinny leg,close fit leg jeans low rise waist stone wash light blue casual staple minimal trim denim you can dress up fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31428624,Womens,Apparel,Retailer 1,Innovator,Jeans,Straight leg,easy straight jeans low rise waist dark wash washed black wide through leg everyday denim pair with trainers or boots fabric denim denim classic pocket styling made with sustainability in mind
31870458,Womens,Apparel,Retailer 20,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans mid rise waist washed grey soft white non stretch feel non stretch feel wear with a tucked tee fabric cotton denim classic pocket styling relaxed through seat and thigh
31996734,Womens,Apparel,Retailer 1,Innovator,Jeans,Bootcut,slight bootcut jeans mid rise waist inlaid blue off white non stretch feel frayed edge versatile wardrobe piece fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
31566763,Womens,Apparel,Retailer 8,Conservative,Jeans,Straight leg,straight leg jeans low rise waist washed grey charcoal subtle fading back pocket shaping denim you can dress up fabric cotton denim classic pocket styling
31031091,Womens,Apparel,Retailer 12,Innovator,Jeans,Carrot / tapered,tapered ankle jeans high rise waist stone wash mid blue back pocket shaping tapered from knee pair with trainers or boots fabric cotton denim classic pocket styling tapered towards ankle
31752226,Womens,Apparel,Retailer 9,Conservative,Jeans,Relaxed/loose,slouchy fit jeans mid rise waist inlaid blue ecru back pocket shaping zip fly holds its shape fabric cotton denim classic pocket styling relaxed through seat and thigh
31027540,Womens,Apparel,Retailer 42,Mass,Jeans,Wide leg (incl. baggy),full leg jeans low rise waist stone wash grey soft hand feel casual staple wear with a tucked tee fabric cotton denim blend classic pocket styling relaxed through seat and thigh
31831958,Womens,Apparel,Retailer 38,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans low rise waist inlaid blue ecru subtle fading tapered from knee layer with knitwear fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh
31819383,Womens,Apparel,Retailer 34,Innovator,Jeans,Wide leg (incl. baggy),full leg jeans high rise waist dark wash black turned up cuff raw hem wear with a tucked tee fabric cotton viscose blend classic pocket styling relaxed through seat and thigh
31322144,Womens,Apparel,Retailer 12,Innovator,Jeans,Straight leg,easy straight jeans mid rise waist dark wash off white panelled leg straight through leg finished with classic pockets fabric cotton denim classic pocket styling
31048659,Womens,Apparel,Retailer 11,Mass,Jeans,Slim leg,slim fit jeans low rise waist ink wash blue raw hem stretch comfort versatile wardrobe piece fabric cotton stretch fibre blend classic pocket styling close to the body fit
31508840,Womens,Apparel,Retailer 11,Mass,Jeans,Bootcut,bootcut shape jeans low rise waist inlaid blue indigo shaped waist panelled leg designed for comfort fabric cotton polyester blend classic pocket styling balanced hem shape fibre content
31724512,Womens,Apparel,Retailer 22,Innovator,Jeans,Straight leg,easy straight jeans high rise waist ink wash mid blue back pocket shaping non stretch feel wear with a tucked tee fabric denim denim classic pocket styling
31824655,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist dark wash off white belt loops straight through leg made for all day wear fabric cotton denim blend classic pocket styling relaxed through seat and thigh wash process
31972757,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,classic straight jeans high rise waist light wash dark blue easy movement everyday denim holds its shape fabric cotton denim blend classic pocket styling
31551717,Womens,Apparel,Retailer 9,Conservative,Jeans,Skinny leg,skinny fit jeans mid rise waist light wash indigo contrast stitch look tapered from knee designed for comfort fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit cotton touch
31573739,Womens,Apparel,Retailer 11,Mass,Jeans,Relaxed/loose,relaxed leg jeans low rise waist dark wash black soft hand feel tapered from knee holds its shape fabric cotton denim blend classic pocket styling relaxed through seat and thigh
31218356,Womens,Apparel,Retailer 11,Mass,Jeans,Bootcut,bootcut leg jeans high rise waist clean rinse cream work to weekend stretch comfort layer with knitwear fabric cotton denim stretch fibre blend classic pocket styling balanced hem shape
31979609,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist dark wash light blue raw hem frayed edge style with a crisp shirt fabric cotton viscose blend classic pocket styling relaxed through seat and thigh
31565492,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,classic straight jeans low rise waist clean rinse black frayed edge easy movement wear with a tucked tee fabric cotton denim leather blend classic pocket styling
31011114,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans mid rise waist washed grey black contrast stitch look back pocket shaping pair with trainers or boots fabric denim denim classic pocket styling relaxed through seat and thigh
31728808,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist washed grey off white straight through leg roomy through thigh style with a crisp shirt fabric cotton denim viscose blend classic pocket styling relaxed through seat and thigh
31714172,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans high rise waist clean rinse washed black easy movement stretch comfort layer with knitwear fabric cotton viscose blend classic pocket styling relaxed through seat and thigh
31488891,Womens,Apparel,Retailer 11,Mass,Jeans,Bootcut,bootcut shape jeans mid rise waist ink wash grey stretch comfort raw hem finished with classic pockets fabric denim denim classic pocket styling balanced hem shape
31041212,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,straight leg jeans low rise waist washed grey sand slim through hip slim through hip designed for comfort fabric denim denim classic pocket styling
31962776,Womens,Apparel,Retailer 27,Innovator,Jeans,Straight leg,easy straight jeans high rise waist dark wash charcoal wide through leg contrast stitch look ideal for casual days fabric cotton viscose blend classic pocket styling
31159460,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans high rise waist mid wash sand panelled leg structured denim feel layer with knitwear fabric denim denim classic pocket styling relaxed through seat and thigh made with in mind
31936539,Womens,Apparel,Retailer 11,Mass,Jeans,Skinny leg,skinny fit jeans low rise waist dark wash dark blue clean finish soft hand feel ideal for casual days fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit fibre content
31889683,Womens,Apparel,Retailer 11,Mass,Jeans,Skinny leg,skinny fit jeans high rise waist dark wash dark blue everyday denim seam detail denim you can dress up fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit sustainable wash process
31722028,Womens,Apparel,Retailer 9,Conservative,Jeans,Bootcut,bootcut leg jeans mid rise waist light wash off white panelled leg easy movement versatile wardrobe piece fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape fibre content
31261272,Womens,Apparel,Retailer 4,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans low rise waist washed grey indigo tapered from knee wide through leg denim you can dress up fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh fibre content
31767354,Womens,Apparel,Retailer 9,Conservative,Jeans,Relaxed/loose,slouchy fit jeans high rise waist clean rinse sand day to night frayed edge easy to style fabric cotton denim classic pocket styling relaxed through seat and thigh
31011065,Womens,Apparel,Retailer 11,Mass,Jeans,Slim leg,streamlined leg jeans mid rise waist stone wash sand zip fly day to night easy to style fabric cotton denim stretch fibre blend classic pocket styling close to the body fit
31757712,Womens,Apparel,Retailer 11,Mass,Jeans,Flare/bell bottom,bell leg jeans low rise waist dark wash grey slim through hip minimal trim pair with trainers or boots fabric cotton denim classic pocket styling balanced hem shape
31354045,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),full leg jeans mid rise waist black wash indigo clean finish raw hem ideal for casual days fabric cotton denim stretch fibre blend classic pocket styling relaxed through seat and thigh
31270016,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans low rise waist faded blue cream belt loops contrast stitch look easy to style fabric cotton denim polyester blend classic pocket styling relaxed through seat and thigh
31937776,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,straight leg jeans low rise waist dark wash ecru stretch comfort contrast stitch look ideal for casual days fabric cotton denim stretch fibre blend classic pocket styling sustainable wash process
31798378,Womens,Apparel,Retailer 43,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans mid rise waist black wash blue work to weekend panelled leg pair with trainers or boots fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh cotton touch
31087398,Womens,Apparel,Retailer 9,Conservative,Jeans,Straight leg,easy straight jeans mid rise waist faded blue blue clean finish turned up cuff made for all day wear fabric cotton stretch fibre blend classic pocket styling
31216945,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist light wash grey slim through hip belt loops wear with a tucked tee fabric cotton denim blend classic pocket styling relaxed through seat and thigh
31406206,Womens,Apparel,Retailer 29,Mass,Jeans,Skinny leg,close fit leg jeans high rise waist inlaid blue black soft hand feel raw hem wear with a tucked tee fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31581748,Womens,Apparel,Retailer 12,Innovator,Jeans,Straight leg,straight leg jeans low rise waist light wash indigo slim through hip frayed edge holds its shape fabric cotton denim classic pocket styling
31033927,Womens,Apparel,Retailer 12,Innovator,Jeans,Flare/bell bottom,bell leg jeans high rise waist mid wash charcoal day to night straight through leg goes with oversized blazer fabric cotton stretch fibre blend classic pocket styling balanced hem shape
31978487,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),baggy wide leg jeans high rise waist stone wash light blue button fastening shaped waist ideal for casual days fabric cotton stretch fibre blend classic pocket styling relaxed through seat and thigh made with in mind
31414375,Womens,Apparel,Retailer 13,Conservative,Jeans,Jegging,jegging fit jeans mid rise waist clean rinse grey day to night clean finish goes with oversized blazer fabric denim denim classic pocket styling pull on waistband
31387626,Womens,Apparel,Retailer 47,Mass,Jeans,Flare/bell bottom,flare leg jeans mid rise waist clean rinse blue comfortable drape wide through leg made for all day wear fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
31310395,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,straight leg jeans low rise waist inlaid blue washed black subtle fading panelled leg wear with a tucked tee fabric cotton viscose blend classic pocket styling
31602581,Womens,Apparel,Retailer 2,Mass,Jeans,,denim jeans low rise waist dark wash sand clean finish frayed edge goes with oversized blazer fabric cotton denim classic pocket styling
31887179,Womens,Apparel,Retailer 2,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans mid rise waist mid wash off white turned up cuff zip fly made for all day wear fabric cotton polyester viscose blend classic pocket styling relaxed through seat and thigh
31513572,Womens,Apparel,Retailer 2,Mass,Jeans,Wide leg (incl. baggy),full leg jeans low rise waist stone wash ecru casual staple panelled leg denim you can dress up fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh
31302074,Womens,Apparel,Retailer 11,Mass,Jeans,Carrot / tapered,carrot fit jeans low rise waist light wash soft white minimal trim contrast stitch look versatile wardrobe piece fabric cotton polyurethane blend classic pocket styling tapered towards ankle
31747640,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,easy straight jeans mid rise waist stone wash off white contrast stitch look stretch comfort made for all day wear fabric cotton denim blend classic pocket styling cotton touch
31724209,Womens,Apparel,Retailer 48,Innovator,Jeans,Skinny leg,close fit leg jeans low rise waist mid wash mid blue zip fly casual staple goes with oversized blazer fabric cotton stretch fibre blend classic pocket styling close to the body fit
31660070,Womens,Apparel,Retailer 49,Mass,Jeans,Straight leg,easy straight jeans low rise waist mid wash sand zip fly shaped waist denim you can dress up fabric cotton denim blend classic pocket styling
31432145,Womens,Apparel,Retailer 24,Conservative,Jeans,Straight leg,straight leg jeans low rise waist inlaid blue off white work to weekend straight through leg softens with wear fabric cotton denim blend classic pocket styling materials focus
31274634,Womens,Apparel,Retailer 18,Innovator,Jeans,Straight leg,straight leg jeans high rise waist ink wash grey slim through hip structured denim feel style with a crisp shirt fabric cotton stretch fibre blend classic pocket styling
31274727,Womens,Apparel,Retailer 18,Innovator,Jeans,Flare/bell bottom,flared hem jeans high rise waist light wash sand non stretch feel minimal trim made for all day wear fabric cotton denim classic pocket styling balanced hem shape
31097522,Womens,Apparel,Retailer 11,Mass,Jeans,Skinny leg,skinny leg jeans low rise waist mid wash sand wide through leg raw hem style with a crisp shirt fabric cotton stretch fibre micromodal blend classic pocket styling close to the body fit cotton touch
31195589,Womens,Apparel,Retailer 9,Conservative,Jeans,Skinny leg,skinny fit jeans low rise waist inlaid blue black day to night belt loops pair with trainers or boots fabric cotton stretch fibre blend classic pocket styling close to the body fit
31467737,Womens,Apparel,Retailer 50,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist black wash dark blue raw hem minimal trim easy to style fabric cotton denim blend classic pocket styling relaxed through seat and thigh
31228821,Womens,Apparel,Retailer 27,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist washed grey light blue subtle fading button fastening goes with oversized blazer fabric denim denim classic pocket styling relaxed through seat and thigh
31664835,Womens,Apparel,Retailer 43,Mass,Jeans,Slim leg,slim fit jeans mid rise waist faded blue indigo soft hand feel turned up cuff style with a crisp shirt fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31941355,Womens,Apparel,Retailer 10,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans low rise waist ink wash washed black straight through leg belt loops style with a crisp shirt fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh
31524148,Womens,Apparel,Retailer 51,Conservative,Jeans,Straight leg,classic straight jeans low rise waist black wash dark blue tapered from knee subtle fading denim you can dress up fabric cotton stretch fibre polyester blend classic pocket styling fibre content
31431984,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,classic straight jeans mid rise waist light wash black stretch comfort belt loops ideal for casual days fabric cotton denim classic pocket styling
31195004,Womens,Apparel,Retailer 52,Innovator,Jeans,Bootcut,bootcut leg jeans low rise waist dark wash sand casual staple subtle fading goes with oversized blazer fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
31253256,Womens,Apparel,Retailer 27,Innovator,Jeans,Flare/bell bottom,bell leg jeans low rise waist inlaid blue ecru subtle fading work to weekend pair with trainers or boots fabric denim denim classic pocket styling balanced hem shape
31281554,Womens,Apparel,Retailer 29,Mass,Jeans,Slim leg,streamlined leg jeans high rise waist dark wash cream structured denim feel panelled leg softens with wear fabric cotton stretch fibre polyester blend classic pocket styling close to the body fit
31468426,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,straight leg jeans low rise waist stone wash cream turned up cuff tapered from knee softens with wear fabric cotton denim blend classic pocket styling
31484962,Womens,Apparel,Retailer 29,Mass,Jeans,Skinny leg,skinny leg jeans high rise waist black wash indigo tapered from knee wide through leg versatile wardrobe piece fabric nylon stretch fibre viscose blend classic pocket styling close to the body fit
31281485,Womens,Apparel,Retailer 29,Mass,Jeans,Slim leg,slim fit jeans high rise waist dark wash dark blue day to night panelled leg goes with oversized blazer fabric cotton polyester blend classic pocket styling close to the body fit
31982614,Womens,Apparel,Retailer 11,Mass,Jeans,Wide leg (incl. baggy),wide leg jeans low rise waist dark wash dark blue stretch comfort raw hem made for all day wear fabric cotton denim viscose blend classic pocket styling relaxed through seat and thigh
31281560,Womens,Apparel,Retailer 29,Mass,Jeans,Straight leg,classic straight jeans mid rise waist inlaid blue indigo slim through hip clean finish versatile wardrobe piece fabric cotton denim blend classic pocket styling
31456604,Womens,Apparel,Retailer 27,Innovator,Jeans,Straight leg,straight leg jeans mid rise waist faded blue mid blue tapered from knee non stretch feel goes with oversized blazer fabric denim denim classic pocket styling
31640490,Womens,Apparel,Retailer 7,Innovator,Jeans,Jegging,jegging fit jeans low rise waist light wash blue structured denim feel roomy through thigh holds its shape fabric denim denim classic pocket styling pull on waistband
31284882,Womens,Apparel,Retailer 11,Mass,Jeans,Flare/bell bottom,bell leg jeans low rise waist light wash cream turned up cuff shaped waist pair with trainers or boots fabric cotton denim blend classic pocket styling balanced hem shape cotton touch
31008310,Womens,Apparel,Retailer 5,Conservative,Jeans,Relaxed/loose,relaxed leg jeans mid rise waist light wash blue easy movement non stretch feel ideal for casual days fabric cotton stretch fibre viscose blend classic pocket styling relaxed through seat and thigh
31265245,Womens,Apparel,Retailer 52,Innovator,Jeans,Relaxed/loose,relaxed leg jeans mid rise waist ink wash cream turned up cuff comfortable drape designed for comfort fabric cotton stretch fibre polyester blend classic pocket styling relaxed through seat and thigh
31892271,Womens,Apparel,Retailer 11,Mass,Jeans,Straight leg,straight leg jeans high rise waist inlaid blue charcoal straight through leg structured denim feel ideal for casual days fabric camel cotton denim blend classic pocket styling made with in mind
31018619,Womens,Apparel,Retailer 21,Mass,Jeans,Bootcut,bootcut shape jeans low rise waist washed grey soft white work to weekend belt loops softens with wear fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape cotton touch
31073906,Womens,Apparel,Retailer 2,Mass,Jeans,Straight leg,easy straight jeans low rise waist washed grey light blue seam detail soft hand feel finished with classic pockets fabric cotton denim classic pocket styling
31524226,Womens,Apparel,Retailer 18,Innovator,Jeans,Straight leg,easy straight jeans high rise waist clean rinse charcoal structured denim feel shaped waist pair with trainers or boots fabric cotton denim classic pocket styling
31302446,Womens,Apparel,Retailer 34,Innovator,Jeans,Wide leg (incl. baggy),full leg jeans high rise waist inlaid blue charcoal clean finish seam detail denim you can dress up fabric cotton denim classic pocket styling relaxed through seat and thigh
31556766,Womens,Apparel,Retailer 46,Conservative,Jeans,Wide leg (incl. baggy),wide leg jeans mid rise waist black wash grey wide through leg belt loops layer with knitwear fabric denim denim classic pocket styling relaxed through seat and thigh
31896773,Womens,Apparel,Retailer 34,Innovator,Jeans,Wide leg (incl. baggy),wide leg jeans high rise waist light wash blue roomy through thigh easy movement designed for comfort fabric cotton denim classic pocket styling relaxed through seat and thigh
31437125,Womens,Apparel,Retailer 11,Mass,Jeans,Slim leg,streamlined leg jeans low rise waist black wash indigo seam detail soft hand feel goes with oversized blazer fabric cotton denim stretch fibre blend classic pocket styling close to the body fit
31487368,Womens,Apparel,Retailer 11,Mass,Jeans,Slim leg,streamlined leg jeans mid rise waist washed grey dark blue tapered from knee belt loops layer with knitwear fabric cotton stretch fibre blend classic pocket styling close to the body fit
31981325,Womens,Apparel,Retailer 34,Innovator,Jeans,Bootcut,slight bootcut jeans high rise waist stone wash indigo belt loops wide through leg layer with knitwear fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape cotton touch
31544599,Womens,Apparel,Retailer 53,Mass,Jeans,Straight leg,easy straight jeans mid rise waist light wash charcoal slim through hip wide through leg made for all day wear fabric cotton stretch fibre polyester blend classic pocket styling
31227806,Womens,Apparel,Retailer 5,Conservative,Jeans,Straight leg,straight leg jeans high rise waist light wash light blue shaped waist panelled leg style with a crisp shirt fabric cotton stretch fibre blend classic pocket styling
31996292,Womens,Apparel,Retailer 29,Mass,Jeans,Flare/bell bottom,bell leg jeans mid rise waist mid wash washed black turned up cuff easy movement versatile wardrobe piece fabric cotton stretch fibre polyester blend classic pocket styling balanced hem shape
31864267,Womens,Apparel,Retailer 12,Innovator,Jeans,Relaxed/loose,slouchy fit jeans low rise waist light wash indigo subtle fading zip fly denim you can dress up fabric cotton stretch fibre blend classic pocket styling relaxed through seat and thigh
31785347,Womens,Apparel,Retailer 29,Mass,Jeans,,denim jeans mid rise waist mid wash blue everyday denim belt loops style with a crisp shirt fabric cotton polyester blend classic pocket styling
